dataset	architecture	run	num_strata	stratum	METEOR	CIDEr	SPICE	WMD	sum_sum_prob_none	sum_sum_prob_filter0	sum_sum_prob_prefix0	sum_sum_pplx_none	sum_sum_pplx_filter0	sum_sum_pplx_prefix0	sum_sum_count_none	sum_sum_count_filter0	sum_sum_count_prefix0	sum_sum_normcount_none	sum_sum_normcount_filter0	sum_sum_normcount_prefix0	sum_mean_prob_none	sum_mean_prob_filter0	sum_mean_prob_prefix0	sum_mean_pplx_none	sum_mean_pplx_filter0	sum_mean_pplx_prefix0	sum_mean_count_none	sum_mean_count_filter0	sum_mean_count_prefix0	sum_mean_normcount_none	sum_mean_normcount_filter0	sum_mean_normcount_prefix0	sum_median_prob_none	sum_median_prob_filter0	sum_median_prob_prefix0	sum_median_pplx_none	sum_median_pplx_filter0	sum_median_pplx_prefix0	sum_median_count_none	sum_median_count_filter0	sum_median_count_prefix0	sum_median_normcount_none	sum_median_normcount_filter0	sum_median_normcount_prefix0	sum_geomean_prob_none	sum_geomean_prob_filter0	sum_geomean_prob_prefix0	sum_geomean_pplx_none	sum_geomean_pplx_filter0	sum_geomean_pplx_prefix0	sum_geomean_count_none	sum_geomean_count_filter0	sum_geomean_count_prefix0	sum_geomean_normcount_none	sum_geomean_normcount_filter0	sum_geomean_normcount_prefix0	sum_max_prob_none	sum_max_prob_filter0	sum_max_prob_prefix0	sum_max_pplx_none	sum_max_pplx_filter0	sum_max_pplx_prefix0	sum_max_count_none	sum_max_count_filter0	sum_max_count_prefix0	sum_max_normcount_none	sum_max_normcount_filter0	sum_max_normcount_prefix0	sum_min_prob_none	sum_min_prob_filter0	sum_min_prob_prefix0	sum_min_pplx_none	sum_min_pplx_filter0	sum_min_pplx_prefix0	sum_min_count_none	sum_min_count_filter0	sum_min_count_prefix0	sum_min_normcount_none	sum_min_normcount_filter0	sum_min_normcount_prefix0	sum_join_prob_none	sum_join_prob_filter0	sum_join_prob_prefix0	sum_join_pplx_none	sum_join_pplx_filter0	sum_join_pplx_prefix0	sum_join_count_none	sum_join_count_filter0	sum_join_count_prefix0	sum_join_normcount_none	sum_join_normcount_filter0	sum_join_normcount_prefix0	mean_sum_prob_none	mean_sum_prob_filter0	mean_sum_prob_prefix0	mean_sum_pplx_none	mean_sum_pplx_filter0	mean_sum_pplx_prefix0	mean_sum_count_none	mean_sum_count_filter0	mean_sum_count_prefix0	mean_sum_normcount_none	mean_sum_normcount_filter0	mean_sum_normcount_prefix0	mean_mean_prob_none	mean_mean_prob_filter0	mean_mean_prob_prefix0	mean_mean_pplx_none	mean_mean_pplx_filter0	mean_mean_pplx_prefix0	mean_mean_count_none	mean_mean_count_filter0	mean_mean_count_prefix0	mean_mean_normcount_none	mean_mean_normcount_filter0	mean_mean_normcount_prefix0	mean_median_prob_none	mean_median_prob_filter0	mean_median_prob_prefix0	mean_median_pplx_none	mean_median_pplx_filter0	mean_median_pplx_prefix0	mean_median_count_none	mean_median_count_filter0	mean_median_count_prefix0	mean_median_normcount_none	mean_median_normcount_filter0	mean_median_normcount_prefix0	mean_geomean_prob_none	mean_geomean_prob_filter0	mean_geomean_prob_prefix0	mean_geomean_pplx_none	mean_geomean_pplx_filter0	mean_geomean_pplx_prefix0	mean_geomean_count_none	mean_geomean_count_filter0	mean_geomean_count_prefix0	mean_geomean_normcount_none	mean_geomean_normcount_filter0	mean_geomean_normcount_prefix0	mean_max_prob_none	mean_max_prob_filter0	mean_max_prob_prefix0	mean_max_pplx_none	mean_max_pplx_filter0	mean_max_pplx_prefix0	mean_max_count_none	mean_max_count_filter0	mean_max_count_prefix0	mean_max_normcount_none	mean_max_normcount_filter0	mean_max_normcount_prefix0	mean_min_prob_none	mean_min_prob_filter0	mean_min_prob_prefix0	mean_min_pplx_none	mean_min_pplx_filter0	mean_min_pplx_prefix0	mean_min_count_none	mean_min_count_filter0	mean_min_count_prefix0	mean_min_normcount_none	mean_min_normcount_filter0	mean_min_normcount_prefix0	mean_join_prob_none	mean_join_prob_filter0	mean_join_prob_prefix0	mean_join_pplx_none	mean_join_pplx_filter0	mean_join_pplx_prefix0	mean_join_count_none	mean_join_count_filter0	mean_join_count_prefix0	mean_join_normcount_none	mean_join_normcount_filter0	mean_join_normcount_prefix0	median_sum_prob_none	median_sum_prob_filter0	median_sum_prob_prefix0	median_sum_pplx_none	median_sum_pplx_filter0	median_sum_pplx_prefix0	median_sum_count_none	median_sum_count_filter0	median_sum_count_prefix0	median_sum_normcount_none	median_sum_normcount_filter0	median_sum_normcount_prefix0	median_mean_prob_none	median_mean_prob_filter0	median_mean_prob_prefix0	median_mean_pplx_none	median_mean_pplx_filter0	median_mean_pplx_prefix0	median_mean_count_none	median_mean_count_filter0	median_mean_count_prefix0	median_mean_normcount_none	median_mean_normcount_filter0	median_mean_normcount_prefix0	median_median_prob_none	median_median_prob_filter0	median_median_prob_prefix0	median_median_pplx_none	median_median_pplx_filter0	median_median_pplx_prefix0	median_median_count_none	median_median_count_filter0	median_median_count_prefix0	median_median_normcount_none	median_median_normcount_filter0	median_median_normcount_prefix0	median_geomean_prob_none	median_geomean_prob_filter0	median_geomean_prob_prefix0	median_geomean_pplx_none	median_geomean_pplx_filter0	median_geomean_pplx_prefix0	median_geomean_count_none	median_geomean_count_filter0	median_geomean_count_prefix0	median_geomean_normcount_none	median_geomean_normcount_filter0	median_geomean_normcount_prefix0	median_max_prob_none	median_max_prob_filter0	median_max_prob_prefix0	median_max_pplx_none	median_max_pplx_filter0	median_max_pplx_prefix0	median_max_count_none	median_max_count_filter0	median_max_count_prefix0	median_max_normcount_none	median_max_normcount_filter0	median_max_normcount_prefix0	median_min_prob_none	median_min_prob_filter0	median_min_prob_prefix0	median_min_pplx_none	median_min_pplx_filter0	median_min_pplx_prefix0	median_min_count_none	median_min_count_filter0	median_min_count_prefix0	median_min_normcount_none	median_min_normcount_filter0	median_min_normcount_prefix0	median_join_prob_none	median_join_prob_filter0	median_join_prob_prefix0	median_join_pplx_none	median_join_pplx_filter0	median_join_pplx_prefix0	median_join_count_none	median_join_count_filter0	median_join_count_prefix0	median_join_normcount_none	median_join_normcount_filter0	median_join_normcount_prefix0	geomean_sum_prob_none	geomean_sum_prob_filter0	geomean_sum_prob_prefix0	geomean_sum_pplx_none	geomean_sum_pplx_filter0	geomean_sum_pplx_prefix0	geomean_sum_count_none	geomean_sum_count_filter0	geomean_sum_count_prefix0	geomean_sum_normcount_none	geomean_sum_normcount_filter0	geomean_sum_normcount_prefix0	geomean_mean_prob_none	geomean_mean_prob_filter0	geomean_mean_prob_prefix0	geomean_mean_pplx_none	geomean_mean_pplx_filter0	geomean_mean_pplx_prefix0	geomean_mean_count_none	geomean_mean_count_filter0	geomean_mean_count_prefix0	geomean_mean_normcount_none	geomean_mean_normcount_filter0	geomean_mean_normcount_prefix0	geomean_median_prob_none	geomean_median_prob_filter0	geomean_median_prob_prefix0	geomean_median_pplx_none	geomean_median_pplx_filter0	geomean_median_pplx_prefix0	geomean_median_count_none	geomean_median_count_filter0	geomean_median_count_prefix0	geomean_median_normcount_none	geomean_median_normcount_filter0	geomean_median_normcount_prefix0	geomean_geomean_prob_none	geomean_geomean_prob_filter0	geomean_geomean_prob_prefix0	geomean_geomean_pplx_none	geomean_geomean_pplx_filter0	geomean_geomean_pplx_prefix0	geomean_geomean_count_none	geomean_geomean_count_filter0	geomean_geomean_count_prefix0	geomean_geomean_normcount_none	geomean_geomean_normcount_filter0	geomean_geomean_normcount_prefix0	geomean_max_prob_none	geomean_max_prob_filter0	geomean_max_prob_prefix0	geomean_max_pplx_none	geomean_max_pplx_filter0	geomean_max_pplx_prefix0	geomean_max_count_none	geomean_max_count_filter0	geomean_max_count_prefix0	geomean_max_normcount_none	geomean_max_normcount_filter0	geomean_max_normcount_prefix0	geomean_min_prob_none	geomean_min_prob_filter0	geomean_min_prob_prefix0	geomean_min_pplx_none	geomean_min_pplx_filter0	geomean_min_pplx_prefix0	geomean_min_count_none	geomean_min_count_filter0	geomean_min_count_prefix0	geomean_min_normcount_none	geomean_min_normcount_filter0	geomean_min_normcount_prefix0	geomean_join_prob_none	geomean_join_prob_filter0	geomean_join_prob_prefix0	geomean_join_pplx_none	geomean_join_pplx_filter0	geomean_join_pplx_prefix0	geomean_join_count_none	geomean_join_count_filter0	geomean_join_count_prefix0	geomean_join_normcount_none	geomean_join_normcount_filter0	geomean_join_normcount_prefix0	max_sum_prob_none	max_sum_prob_filter0	max_sum_prob_prefix0	max_sum_pplx_none	max_sum_pplx_filter0	max_sum_pplx_prefix0	max_sum_count_none	max_sum_count_filter0	max_sum_count_prefix0	max_sum_normcount_none	max_sum_normcount_filter0	max_sum_normcount_prefix0	max_mean_prob_none	max_mean_prob_filter0	max_mean_prob_prefix0	max_mean_pplx_none	max_mean_pplx_filter0	max_mean_pplx_prefix0	max_mean_count_none	max_mean_count_filter0	max_mean_count_prefix0	max_mean_normcount_none	max_mean_normcount_filter0	max_mean_normcount_prefix0	max_median_prob_none	max_median_prob_filter0	max_median_prob_prefix0	max_median_pplx_none	max_median_pplx_filter0	max_median_pplx_prefix0	max_median_count_none	max_median_count_filter0	max_median_count_prefix0	max_median_normcount_none	max_median_normcount_filter0	max_median_normcount_prefix0	max_geomean_prob_none	max_geomean_prob_filter0	max_geomean_prob_prefix0	max_geomean_pplx_none	max_geomean_pplx_filter0	max_geomean_pplx_prefix0	max_geomean_count_none	max_geomean_count_filter0	max_geomean_count_prefix0	max_geomean_normcount_none	max_geomean_normcount_filter0	max_geomean_normcount_prefix0	max_max_prob_none	max_max_prob_filter0	max_max_prob_prefix0	max_max_pplx_none	max_max_pplx_filter0	max_max_pplx_prefix0	max_max_count_none	max_max_count_filter0	max_max_count_prefix0	max_max_normcount_none	max_max_normcount_filter0	max_max_normcount_prefix0	max_min_prob_none	max_min_prob_filter0	max_min_prob_prefix0	max_min_pplx_none	max_min_pplx_filter0	max_min_pplx_prefix0	max_min_count_none	max_min_count_filter0	max_min_count_prefix0	max_min_normcount_none	max_min_normcount_filter0	max_min_normcount_prefix0	max_join_prob_none	max_join_prob_filter0	max_join_prob_prefix0	max_join_pplx_none	max_join_pplx_filter0	max_join_pplx_prefix0	max_join_count_none	max_join_count_filter0	max_join_count_prefix0	max_join_normcount_none	max_join_normcount_filter0	max_join_normcount_prefix0	min_sum_prob_none	min_sum_prob_filter0	min_sum_prob_prefix0	min_sum_pplx_none	min_sum_pplx_filter0	min_sum_pplx_prefix0	min_sum_count_none	min_sum_count_filter0	min_sum_count_prefix0	min_sum_normcount_none	min_sum_normcount_filter0	min_sum_normcount_prefix0	min_mean_prob_none	min_mean_prob_filter0	min_mean_prob_prefix0	min_mean_pplx_none	min_mean_pplx_filter0	min_mean_pplx_prefix0	min_mean_count_none	min_mean_count_filter0	min_mean_count_prefix0	min_mean_normcount_none	min_mean_normcount_filter0	min_mean_normcount_prefix0	min_median_prob_none	min_median_prob_filter0	min_median_prob_prefix0	min_median_pplx_none	min_median_pplx_filter0	min_median_pplx_prefix0	min_median_count_none	min_median_count_filter0	min_median_count_prefix0	min_median_normcount_none	min_median_normcount_filter0	min_median_normcount_prefix0	min_geomean_prob_none	min_geomean_prob_filter0	min_geomean_prob_prefix0	min_geomean_pplx_none	min_geomean_pplx_filter0	min_geomean_pplx_prefix0	min_geomean_count_none	min_geomean_count_filter0	min_geomean_count_prefix0	min_geomean_normcount_none	min_geomean_normcount_filter0	min_geomean_normcount_prefix0	min_max_prob_none	min_max_prob_filter0	min_max_prob_prefix0	min_max_pplx_none	min_max_pplx_filter0	min_max_pplx_prefix0	min_max_count_none	min_max_count_filter0	min_max_count_prefix0	min_max_normcount_none	min_max_normcount_filter0	min_max_normcount_prefix0	min_min_prob_none	min_min_prob_filter0	min_min_prob_prefix0	min_min_pplx_none	min_min_pplx_filter0	min_min_pplx_prefix0	min_min_count_none	min_min_count_filter0	min_min_count_prefix0	min_min_normcount_none	min_min_normcount_filter0	min_min_normcount_prefix0	min_join_prob_none	min_join_prob_filter0	min_join_prob_prefix0	min_join_pplx_none	min_join_pplx_filter0	min_join_pplx_prefix0	min_join_count_none	min_join_count_filter0	min_join_count_prefix0	min_join_normcount_none	min_join_normcount_filter0	min_join_normcount_prefix0
flickr8k	init	1	1	0	0.19329464433450766	0.4675785559123565	0.13215089151386547	0.13681734742634427	0.08170113815610854	1.7211822845489166	1838.0170611760832	123522.02086910314	618735.0821188288	inf	59335	35175	4490	5000.0	2946.9067716742984	399.6509037609925	0.016340227631221706	0.3442364569097833	367.60341223521664	24704.40417382063	123747.01642376574	inf	11867.0	7035.0	898.0	1000.0	589.3813543348597	79.93018075219851	0.0011244502997043377	0.012075919700514115	387.9245149457522	17189.316897559624	70612.5842473463	inf	11670.0	6776.0	837.0	1000.0	587.9511437752358	70.68411760526138	4.591138750721692e-05	0.00047971576225484656	112.6394845326883	18055.8380607752	73280.40298433315	inf	11474.439165508473	6634.943752977518	285.35891252843606	1000.0	576.5175588278147	24.999086822626357	0.06759262890784176	1.5614334416303066	612.6634855084562	58959.41252728983	353114.0153730884	inf	16000	10310	1727	1000.0	742.3069946654114	166.59047603755033	4.0564536730893236e-07	4.378344148983135e-06	82.2372178751344	8136.485714635432	28152.65713437988	inf	8219	4294	219	1000.0	440.97115406706337	15.415270642670023	0.08170113815610854	1.7211822845489164	1838.0170611760832	123522.02086910314	618735.0821188288	inf	59335	35175	4490	5000.0	2946.9067716742984	399.65090376099255	8.170113815610854e-05	0.0017211822845489167	1.838017061176083	123.52202086910314	618.7350821188288	inf	59.335	35.175	4.49	5.0	2.9469067716742985	0.3996509037609925	1.6340227631221706e-05	0.00034423645690978327	0.36760341223521664	24.704404173820627	123.74701642376574	inf	11.867	7.035	0.898	1.0	0.5893813543348597	0.07993018075219852	1.1244502997043378e-06	1.2075919700514114e-05	0.3879245149457522	17.189316897559625	70.61258424734629	inf	11.67	6.776	0.837	1.0	0.5879511437752358	0.07068411760526137	4.591138750721692e-08	4.797157622548465e-07	0.1126394845326883	18.0558380607752	73.28040298433315	inf	11.474439165508473	6.6349437529775175	0.28535891252843604	1.0	0.5765175588278147	0.024999086822626356	6.759262890784176e-05	0.0015614334416303066	0.6126634855084563	58.95941252728983	353.1140153730884	inf	16.0	10.31	1.727	1.0	0.7423069946654114	0.16659047603755034	4.056453673089324e-10	4.3783441489831345e-09	0.08223721787513441	8.136485714635432	28.15265713437988	inf	8.219	4.294	0.219	1.0	0.4409711540670634	0.015415270642670023	1.6340227631221706e-05	0.00034423645690978327	0.36760341223521664	24.704404173820627	123.74701642376576	inf	11.867	7.035	0.898	1.0	0.5893813543348597	0.07993018075219852	1.8318981406473116e-08	2.9759054922100396e-07	1.8273231129003238	92.59029354559775	386.4860577093017	inf	58.0	34.0	4.0	5.0	2.9816239316239312	0.3678571428571429	3.6637962812946234e-09	5.95181098442008e-08	0.36546462258006474	18.51805870911955	77.29721154186034	inf	11.6	6.8	0.8	1.0	0.5963247863247862	0.07357142857142858	1.9357090734811924e-13	4.7683558319001905e-12	0.34401895362835544	13.465934184416717	54.04518775366251	1.816620905186495	12.0	7.0	1.0	1.0	0.6	0.07142857142857142	2.7011912568051865e-14	6.150011899173141e-13	0.0	14.746044450242117	57.594120339698534	inf	11.306817785599666	6.512168498908732	0.0	1.0	0.5843712966860994	0.0	1.6947940612303675e-08	2.7683126223164816e-07	0.7224915027618408	35.51481199800535	166.60071019807916	inf	16.0	10.0	1.0	1.0	0.75	0.14285714285714285	1.8122200501743008e-21	6.353437388551503e-20	0.0	6.600345860780858	21.66519948581834	1.3689267549390962	8.0	4.0	0.0	1.0	0.4444444444444444	0.0	1.8966097051060698e-13	4.380702491743452e-12	0.29401587011161645	13.533024100996311	53.79026688595806	1.9738532925778332	11.0	7.0	1.0	1.0	0.6	0.07142857142857142	5.897196898812171e-09	1.1842236411817222e-07	0.0	94.3974210203913	414.05838896172634	inf	58.407206640259844	34.05158856574171	0.0	5.000000000000001	2.905318005445419	0.0	1.1794393797624374e-09	2.3684472823634453e-08	0.0	18.87948420407827	82.81167779234521	inf	11.681441328051969	6.810317713148339	0.0	1.0	0.5810636010890838	0.0	4.74338758549849e-14	1.0518402852672413e-12	0.0	13.829556705853719	54.911709546406684	inf	11.429975100417973	6.488559957695396	0.0	1.0	0.5777586312765478	0.0	8.995311229560016e-15	2.0666603729657325e-13	0.0	14.919493740763372	59.0031596598441	inf	11.290036299855885	6.403634576699222	0.0	1.0	0.5671934444339176	0.0	5.251206928890106e-09	1.0430506302853609e-07	0.0	37.96236792901345	182.06050707231145	inf	15.652083343934532	9.91379672735957	0.0	1.0	0.7336302799830624	0.0	3.487505989964207e-22	8.879076404658217e-21	0.0	6.831119110939954	22.23045634665364	inf	7.948073059089401	3.9907271803584634	0.0	1.0	0.4218980441066181	0.0	8.995311229560016e-15	2.0666603729657428e-13	0.0	14.919493740763372	59.0031596598441	inf	11.290036299855885	6.403634576699224	0.0	1.0	0.5671934444339176	0.0	0.010643437234231943	0.23172376711719356	4.627883434295654	1267.8591373803015	44572.91557698379	inf	104	72	22	5.0	4.633333333333334	1.5486964016375782	0.0021286874468463887	0.04634475342343871	0.9255766868591309	253.5718274760603	8914.583115396757	inf	20.8	14.4	4.4	1.0	0.9266666666666667	0.30973928032751563	0.00065515283366036	0.003423714671359601	0.9332655668258667	144.58444172177363	558.4142543072874	inf	21.0	15.0	5.0	1.0	1.0	0.35714285714285715	1.579643304816931e-05	0.0001811085463684183	0.9255766868591309	107.45615737654211	633.007413834147	inf	20.34497236176873	14.21597343050693	4.317359883766554	1.0	0.9221079114817278	0.30623842952291713	0.008006166491221524	0.22976939380168915	0.9332655668258667	1069.2719386461645	44445.50701658566	inf	32	24	8	1.0	1.0	0.75	3.58203628517372e-07	3.909099994394186e-06	0.9255766868591309	49.506195706361886	412.70653407153617	inf	15	12	3	1.0	0.8181818181818182	0.23076923076923078	0.008006166491221524	0.22976939380168915	0.9332655668258667	1069.2719386461645	44445.50701658566	inf	32	24	8	1.0	1.0	0.75	2.9487852770158733e-25	1.0449741223557627e-23	0.0	18.057557802414347	58.68711000277628	5.4020375307497135	35	15	0	5.0	1.3932629462041226	0.0	5.897570554031747e-26	2.0899482447115255e-24	0.0	3.6115115604828696	11.737422000555256	1.0804075061499427	7.0	3.0	0.0	1.0	0.27865258924082453	0.0	1.1419448614724643e-33	6.979070190297465e-32	0.0	2.8497594114253477	8.021858901469878	1.071506370261901	6.0	2.0	0.0	1.0	0.2857142857142857	0.0	4.270497318525588e-34	6.407180123460982e-32	0.0	3.4222122908143775	10.253402172030848	1.0804075061499427	6.642934975766357	2.6672686083965993	0.0	1.0	0.23740578376532226	0.0	2.899312621162117e-25	7.105520645159284e-24	0.0	5.488816575167058	16.921656053817806	1.0804075061499427	9	4	0	1.0	0.38461538461538464	0.0	4.605242587107939e-61	7.52823429631442e-58	0.0	1.734781806066385	3.9916559659549593	1.071506370261901	3	1	0	1.0	0.07692307692307693	0.0	4.605242587107939e-61	7.52823429631442e-58	0.0	1.734781806066385	3.9916559659549593	1.071506370261901	3	1	0	1.0	0.07692307692307693	0.0
flickr8k	init	1	2	0	0.14239628701902335	0.12431621863954112	0.07855317410229957	0.08108276790675963	0.009855922671726624	0.13947559320504632	912.4742024606335	79141.03188595519	348620.0829543817	inf	29673	18777	1934	2500.0	1581.8604465136068	172.26856367369896	0.001971184534345325	0.027895118641009266	182.49484049212668	15828.20637719104	69724.01659087634	inf	5934.6	3755.4	386.8	500.0	316.3720893027214	34.453712734739796	9.011965430805731e-06	4.430129957223095e-05	194.06040155356055	10906.49880900607	42368.44461022801	inf	5830.0	3631.0	379.0	500.0	315.8753753590004	31.559224478490716	9.176645192038318e-08	1.6415749887162252e-06	63.11877768515423	11515.727805248134	44101.245140427585	inf	5727.33458107949	3570.34966795078	136.38994208345497	500.0	311.4426720327406	11.955148953239139	0.009681298859149107	0.13540719374242827	291.08160571542476	37874.04610809937	188646.34717227565	inf	8059	5385	699	500.0	387.7819529969687	68.87617498170903	9.964198407653781e-11	1.5385101536211692e-09	50.02826223310937	5171.130620690827	17294.47099877295	inf	4061	2378	114	500.0	247.4975481554311	7.927174002038553	0.009855922671726622	0.13947559320504632	912.4742024606335	79141.03188595519	348620.0829543817	inf	29673	18777	1934	2500.0	1581.8604465136068	172.26856367369896	1.971184534345325e-05	0.00027895118641009265	1.824948404921267	158.28206377191037	697.2401659087634	inf	59.346	37.554	3.868	5.0	3.1637208930272136	0.34453712734739794	3.94236906869065e-06	5.579023728201853e-05	0.3649896809842534	31.656412754382078	139.4480331817527	inf	11.869200000000001	7.510800000000001	0.7736000000000001	1.0	0.6327441786054429	0.06890742546947959	1.8023930861611464e-08	8.86025991444619e-08	0.3881208031071211	21.81299761801214	84.73688922045602	inf	11.66	7.262	0.758	1.0	0.6317507507180008	0.06311844895698143	1.8353290384076637e-10	3.2831499774324505e-09	0.12623755537030845	23.03145561049627	88.20249028085517	inf	11.45466916215898	7.14069933590156	0.27277988416690996	1.0	0.6228853440654811	0.02391029790647828	1.9362597718298215e-05	0.0002708143874848565	0.5821632114308495	75.74809221619874	377.2926943445513	inf	16.118	10.77	1.398	1.0	0.7755639059939374	0.13775234996341806	1.9928396815307562e-13	3.077020307242338e-12	0.10005652446621875	10.342261241381653	34.5889419975459	inf	8.122	4.756	0.228	1.0	0.4949950963108622	0.015854348004077107	3.942369068690648e-06	5.579023728201853e-05	0.3649896809842534	31.656412754382078	139.4480331817527	inf	11.8692	7.5108	0.7736	1.0	0.6327441786054427	0.06890742546947959	2.685140137487992e-09	3.392883882769293e-08	1.773312121629715	118.77231943020323	462.73494444176544	inf	58.0	37.0	4.0	5.0	3.168231768231768	0.3310982726423902	5.370280274975985e-10	6.785767765538586e-09	0.35466242432594297	23.754463886040647	92.54698888835308	inf	11.6	7.4	0.8	1.0	0.6336463536463537	0.06621965452847806	5.990562605138834e-15	1.0562453475534604e-13	0.37625439989203535	17.035512015167974	63.883273669492254	1.9638192190435273	11.5	7.0	1.0	1.0	0.6339712918660287	0.07142857142857142	1.733223568706313e-15	2.987896238971543e-14	0.0	18.56253449344348	68.18515542017934	inf	11.156006217298277	6.999416812455454	0.0	1.0	0.6241811833285242	0.0	2.6195551286874253e-09	2.8511516429531187e-08	0.7071918249130249	45.989136863245264	194.56273912485906	inf	16.0	11.0	1.0	1.0	0.7777777777777778	0.125	6.282225694211064e-23	1.65402126376025e-21	0.0	8.552549009540407	26.209055861266076	1.4002733121487476	8.0	5.0	0.0	1.0	0.5	0.0	5.159268781594002e-15	1.1488441287998204e-13	0.28946544401402985	17.607727879893787	64.37513389901017	2.106186555634953	11.0	7.0	1.0	1.0	0.6363636363636364	0.0625	5.434711905153744e-10	8.681244400123801e-09	0.0	124.50409980682358	497.3905945987687	inf	58.390615762244124	36.582617811937375	0.0	5.000000000000001	3.1347759970737044	0.0	1.086942381030752e-10	1.7362488800247609e-09	0.0	24.900819961364697	99.47811891975367	inf	11.678123152448826	7.316523562387474	0.0	1.0	0.6269551994147409	0.0	2.078851772053178e-15	4.0033439831597054e-14	0.0	18.054621860611565	66.3146824912892	inf	11.425395670144944	7.008420248381207	0.0	1.0	0.6247129519185459	0.0	4.4229003943348184e-16	8.846395521215165e-15	0.0	19.554466912220285	71.2918708612784	inf	11.265157732045354	6.947071775440855	0.0	1.0	0.6166865960233219	0.0	4.882181071671908e-10	7.679707265966338e-09	0.0	50.38520590743638	218.0218579314586	inf	15.757238214491926	10.409342847982868	0.0	1.0	0.7687065030930103	0.0	1.1826306576092998e-23	2.8472050904102463e-22	0.0	8.817913409443962	27.322743472887623	inf	7.842001838181574	4.507550984985389	0.0	1.0	0.48289664946557537	0.0	4.42290039433484e-16	8.84639552121512e-15	0.0	19.554466912220295	71.29187086127835	inf	11.265157732045358	6.947071775440855	0.0	1.0	0.6166865960233219	0.0	0.0044999031382960235	0.035926784224601424	4.627883434295654	1267.8591373803015	9084.81447356428	inf	101	72	14	5.0	4.633333333333334	1.1894576012223073	0.0008999806276592047	0.007185356844920285	0.9255766868591309	253.5718274760603	1816.962894712856	inf	20.2	14.4	2.8	1.0	0.9266666666666667	0.23789152024446145	3.8110152795764865e-06	1.3367720561688663e-05	0.9332655668258667	144.58444172177363	558.4142543072874	inf	19.0	15.0	3.0	1.0	1.0	0.2857142857142857	2.235613691253714e-08	6.233192744228604e-07	0.9255766868591309	107.45615737654211	633.007413834147	inf	19.431316468973353	14.21597343050693	2.6390158215457884	1.0	0.9221079114817278	0.23266965598985342	0.004499902951064637	0.03592609986662865	0.9332655668258667	1069.2719386461645	8608.565627783708	inf	32	23	5	1.0	1.0	0.45454545454545453	3.911875819537811e-11	1.0047976486896245e-09	0.9255766868591309	49.506195706361886	412.70653407153617	inf	15	12	2	1.0	0.8181818181818182	0.17647058823529413	0.004499902951064637	0.03592609986662865	0.9332655668258667	1069.2719386461645	8608.565627783708	inf	32	23	5	1.0	1.0	0.45454545454545453	2.9487852770158733e-25	1.0449741223557627e-23	0.0	30.821489897692327	75.27026910747144	5.4020375307497135	35	16	0	5.0	1.7489010989010991	0.0	5.897570554031747e-26	2.0899482447115255e-24	0.0	6.164297979538466	15.054053821494287	1.0804075061499427	7.0	3.2	0.0	1.0	0.34978021978021984	0.0	1.1419448614724643e-33	6.979070190297465e-32	0.0	4.237254935300719	9.19190998057539	1.071506370261901	6.0	3.0	0.0	1.0	0.36363636363636365	0.0	4.270497318525588e-34	6.407180123460982e-32	0.0	5.575689267336133	12.482387123120715	1.0804075061499427	6.642934975766357	2.992555739477689	0.0	1.0	0.3405981782775634	0.0	2.899312621162117e-25	7.105520645159284e-24	0.0	8.95370747914628	28.80783801093813	1.0804075061499427	9	5	0	1.0	0.42857142857142855	0.0	1.868823877441184e-53	3.8710648857504243e-51	0.0	2.163997193596426	6.113329455781421	1.071506370261901	3	1	0	1.0	0.1111111111111111	0.0	1.868823877441184e-53	3.8710648857504243e-51	0.0	2.163997193596426	6.113329455781421	1.071506370261901	3	1	0	1.0	0.1111111111111111	0.0
