pregen	mscoco_R^2	mscoco_R	mscoco_p	flickr30k_R^2	flickr30k_R	flickr30k_p	flickr8k_R^2	flickr8k_R	flickr8k_p	all_R^2	all_R	all_p
sum_min_prob_prefix0	0.0010140497400752094	-0.031844147658168044	0.6712994218378405	0.01856768738976322	0.13626330169845152	0.06816045192898643	0.03007039329866524	-0.17340816964222083	0.019913616148006942	0.060311478317083	0.24558395370439617	7.363511816894992e-09
sum_min_pplx_none	0.13444457632296866	-0.36666684650097375	4.137510242610179e-07	0.11112318525698095	-0.33335144406014044	4.8148539866560025e-06	0.12775134688771392	-0.35742320418198076	8.409441849792587e-07	0.0014242536187681926	-0.03773928482057116	0.38143172425454497
sum_min_pplx_filter0	0.11757883454943979	-0.34289770274739345	2.452296944920249e-06	0.09509990496079296	-0.30838272480927487	2.5348602287642975e-05	0.09750792636119743	-0.3122625919978207	1.9771386985631248e-05	0.0005411335324860897	0.02326227702711172	0.5896199763280616
sum_min_count_none	6.570907285914778e-06	-0.0025633781004593876	0.9727561130867716	0.00023894204787606695	-0.01545775041447063	0.8368260814791035	0.00033904291170259575	-0.018413117924528582	0.8061949986513512	0.06552568810069732	0.25597985877935264	1.5847649833595623e-09
sum_min_count_filter0	0.04428203080735667	-0.2104329603635245	0.00457676110880735	0.02331954227906144	-0.15270737467149856	0.040704264845459234	0.031166761732927914	-0.17654110493856073	0.017754548985126826	0.014244063804266526	0.11934849728533044	0.0054877824016788855
sum_min_count_prefix0	0.06772804843640354	0.26024613049266176	0.00041833751538830806	0.06318920421919326	0.2513746292273611	0.000664377459824975	6.218504946326703e-05	0.007885749771788795	0.9163258204799286	0.15088270082045557	0.3884362249075845	6.837880049714129e-21
sum_min_normcount_none	5.079228997863598e-06	-0.002253714488985594	0.976046206772119	1.1432157925597125e-05	-0.0033811474273679823	0.9640698863764736	2.2582248086892624e-05	-0.004752078291326083	0.94951805481435	0.0645752693524329	0.2541166451699552	2.097660644193092e-09
sum_min_normcount_filter0	0.04455487218168743	-0.21108025057235325	0.004450515671234174	0.022942348847121756	-0.1514673194029714	0.04238543166679322	0.030403049652565538	-0.17436470300082393	0.019231517474001376	0.013266284331823603	0.1151793572295991	0.007378815222937552
sum_min_normcount_prefix0	0.08789300740777242	0.2964675486588244	5.321315085873111e-05	0.11344876185581332	0.3368215578846065	3.7774408854270283e-06	0.0040386343998077955	0.06355025098146974	0.3966979619132195	0.1697937979178879	0.4120604299346006	1.508570529039998e-23
sum_join_prob_none	0.4894445175961055	0.6996031143413425	8.802551778024535e-28	0.4406263869207131	0.6637969470558848	3.1372511990288216e-24	0.574550341278534	0.7579909902357244	7.280734700680605e-35	0.3943469102192873	0.6279704692254942	1.4302778508300786e-60
sum_join_prob_filter0	0.5818226649330112	0.7627730100973756	1.5598796139381098e-35	0.6013515648982942	0.7754686098729556	2.1751357100527323e-37	0.613232967293997	0.7830919277415628	1.4581408820235776e-38	0.44585613278954717	0.6677245935185757	5.561817252524472e-71
sum_join_prob_prefix0	4.106472369119387e-05	0.0064081763155513964	0.9319619804462285	0.0012352756060196772	0.0351464878191218	0.6394990794527036	4.959984369996303e-05	0.007042715648097901	0.9252435367890038	0.07268034961171391	0.26959293316352695	1.908297662334907e-10
sum_join_pplx_none	0.1303598746243605	-0.3610538389553011	6.381673157462459e-07	0.1113814833807666	-0.3337386453211054	4.686917249690932e-06	0.1311141273463634	-0.3620968480204756	5.891617377202289e-07	8.46073211289984e-05	-0.009198223802941436	0.8311268201899511
sum_join_count_none	0.0002382981955112348	-0.015436910167233428	0.8370430128295332	0.0024993928789502065	-0.04999392842086133	0.5051024196423679	0.0007467677820954788	-0.02732705220281688	0.715749974160628	0.056315896518874184	0.23730970590954384	2.3813923357645794e-08
sum_join_count_filter0	0.01767838245138481	-0.1329600784122242	0.07518607344075691	0.01716880596570409	-0.13102979037495285	0.07955586576350566	0.015743522326851098	-0.1254731936584508	0.09328639314810487	0.02489037857025231	0.15776684876821337	0.00023254835330806012
sum_join_count_prefix0	0.07454836377134738	0.2730354624794138	0.0002086170296732771	0.03201680334991939	0.1789323988268178	0.01624633692455538	0.03562160749258972	0.1887368736961321	0.011168683884219299	0.16008596461461416	0.4001074413387161	3.5417667487901604e-22
sum_join_normcount_none	5.270645499755481e-06	-0.0022957886443998893	0.9755991550791027	1.1432157925597148e-05	-0.0033811474273679858	0.9640698863764736	2.2582248086892533e-05	-0.004752078291326073	0.94951805481435	0.06457380040500194	0.2541137548520385	2.0985695890547528e-09
sum_join_normcount_filter0	0.015116152119145406	-0.12294776174922993	0.1001204764894269	0.008838867864588233	-0.09401525336129363	0.20935466047357232	0.012416962391167163	-0.11143142461248157	0.13642521975615945	0.0311044592187374	0.1763645633871425	3.769160995820427e-05
sum_join_normcount_prefix0	0.08267035224503383	0.28752452459752686	9.09160398033093e-05	0.05163409725039302	0.22723137382499148	0.0021577048018271115	0.04716335552175416	0.21717125850755242	0.0034072085230713338	0.16934849253295062	0.4115197352897557	1.7448968494053588e-23
mean_sum_prob_none	0.6845181939618891	0.8273561469898493	1.84517212215215e-46	0.5794217421163694	0.7611975710131827	2.6016883073548865e-35	0.79351397437272	0.890794013435609	7.095555443713726e-63	0.6631124868760832	0.8143171905812152	3.3005607577467866e-129
mean_sum_prob_filter0	0.8379858902496795	0.9154156925952709	2.9123203795867644e-72	0.7904101386953278	0.8890501328357855	2.682319040582218e-62	0.8478976083372869	0.920813557859183	1.0510526226256705e-74	0.7884320395224359	0.8879369569527084	1.3607313520282587e-183
