pregen	mscoco_R^2	mscoco_R	mscoco_p	flickr30k_R^2	flickr30k_R	flickr30k_p	flickr8k_R^2	flickr8k_R	flickr8k_p	all_R^2	all_R	all_p
sum_min_normcount_none	0.0001955881936076944	-0.013985284895478333	0.8521826784786084	0.0005018154013593464	-0.022401236603351755	0.7653309023400245	0.0005779024258053643	-0.024039601198966764	0.7487223907842282	0.03310335079077854	0.18194326255945434	2.102324712351874e-05
sum_min_normcount_filter0	0.05017067698019255	-0.2239881179442172	0.002505464096677576	0.0298961284438045	-0.17290496940170488	0.020280779398210852	0.03802078786958929	-0.19498919936650155	0.00871449578856549	0.0023159643644939804	0.04812446742036716	0.26426506312301534
sum_min_normcount_prefix0	0.07790378021342373	0.2791124866669776	0.00014806995739218663	0.10589454417182291	0.3254144191209463	8.295813827215236e-06	0.005019626941625394	0.07084932562576297	0.34460294100511013	0.110702559605397	0.3327199417008199	2.0030204359796156e-15
sum_join_prob_none	0.447669315279837	0.669080948226623	1.0079513912880435e-24	0.36898322256752464	0.6074398921436792	1.556767852270954e-19	0.48195458029959415	0.6942294867690324	3.241890739076057e-27	0.29444120735267054	0.5426243704006212	1.1359900331032338e-42
sum_join_prob_filter0	0.5300984722629902	0.728078616814826	5.253378882951914e-31	0.48827894792069954	0.698769595732885	1.0795807781960922e-27	0.5061792619215669	0.711462762146809	4.459792216068072e-29	0.3288315485673866	0.5734383563796431	1.5628477897774016e-48
sum_join_prob_prefix0	5.617960009240497e-05	-0.007495305203419336	0.9204547604746918	0.00024386131146206705	0.015616059408892727	0.8351786063293177	4.730252185318554e-06	-0.0021749142937868963	0.9768835046397039	0.038609849812294546	0.19649389255723584	4.215837586473886e-06
sum_join_pplx_none	0.14323001745572458	-0.3784574182860267	1.620376706113644e-07	0.14058496158483288	-0.37494661164602205	2.1504741548677629e-07	0.1534590739337936	-0.3917385275075629	5.387226828984655e-08	0.0064001431786004735	-0.0800008948612481	0.06320831797214975
sum_join_count_none	0.0007420711382561795	-0.027240982696227746	0.7166068713362259	0.004200614710298744	-0.06481214940347793	0.3873695075136111	0.0016967898233284907	-0.0411921087506878	0.5829827509322234	0.027442947460099013	0.1656591303251922	0.00011000069623322132
sum_join_count_filter0	0.021052934860362197	-0.14509629512969033	0.05196711726026375	0.02222245210675033	-0.14907196955413962	0.045797951715533906	0.020036686761546806	-0.14155100409939453	0.058035390770843694	0.00788337167371843	0.08878835325490855	0.03915552509543354
sum_join_count_prefix0	0.06777501184968737	0.2603363436973166	0.0004163395020203344	0.03135641048222199	0.17707741381164904	0.01740610243690179	0.03438691667175871	0.18543709626652027	0.012694696621190344	0.10498295740291028	0.32401073655499485	1.1529299373356427e-14
sum_join_normcount_none	0.00019644893320052272	-0.01401602415810285	0.8518615037260869	0.0005018154013593467	-0.02240123660335176	0.7653309023400245	0.0005779024258053641	-0.02403960119896676	0.7487223907842282	0.033103527224759406	0.18194374741869918	2.1022164221307176e-05
sum_join_normcount_filter0	0.018210074253747748	-0.134944708135398	0.07089795120383129	0.013399424805995184	-0.11575588454154365	0.12176319296203646	0.017575821014903296	-0.1325738323158205	0.07604454808811478	0.011424145028165163	0.10688379216777988	0.012950711114184077
sum_join_normcount_prefix0	0.0753875214305112	0.2745678812798598	0.00019148358409012584	0.04936674798012839	0.22218629116155747	0.0027199282668525764	0.043290693498296326	0.20806415716863952	0.00506664086528628	0.11219081289993674	0.33494897059094947	1.2682442776930174e-15
mean_sum_prob_none	0.6251487531047201	0.7906634891688878	8.915399551808118e-40	0.4747391512427846	0.6890131720386662	1.1185107519998194e-26	0.664072819140633	0.8149066321613986	5.007466121014552e-44	0.5592328248015128	0.747818711187085	8.99924145699003e-98
mean_sum_prob_filter0	0.7639747652400404	0.8740565000273383	1.0644844607266017e-57	0.633150759113188	0.7957077095976813	1.2983091437488036e-40	0.6987584441276391	0.8359177256929291	2.9946562716833864e-48	0.6512792393394069	0.8070187354327079	3.5938754657332784e-125
mean_sum_prob_prefix0	0.011332977562923792	0.10645645853081809	0.15492232224698244	0.14011875859747114	0.3743244028880179	2.2603099456246595e-07	0.06215490382099354	0.2493088522716222	0.0007382152964093103	0.12800122298612848	0.35777258557095803	9.466600105129165e-18
mean_sum_pplx_none	0.9513309251015875	-0.9753619456907202	8.96099152374252e-119	0.9048635828581004	-0.951243177561921	7.420611627335963e-93	0.9403628362114451	-0.9697230719187026	6.461462297372573e-111	0.7713489996800228	-0.8782647662749672	1.6219931280254488e-174
mean_sum_count_none	0.9581850843102409	-0.9788692886745609	1.2127442777961002e-124	0.6542008072520742	-0.8088268091823331	6.642508523310314e-43	0.23916485998085252	-0.48904484454991703	3.2678734408919057e-12	0.21905742176428253	-0.4680357056510566	9.50134392440256e-31
mean_sum_count_filter0	0.9846019819056632	-0.9922711231844163	2.9095210509219605e-163	0.9316876803294774	-0.965239700970426	1.1527154634717319e-105	0.9163890843148073	-0.957282134124944	7.520824929477095e-98	0.611160391225825	-0.7817674790024365	1.9544436088676894e-112
mean_sum_count_prefix0	0.9769487172350344	0.9884071616672121	1.1507766486266979e-147	0.8566719663081401	0.9255657547187774	5.2817979713348e-77	0.9075670891323002	0.9526631561744687	5.695153101944895e-94	0.9083574472861602	0.9530778810182094	2.2976216044776043e-281
mean_sum_normcount_filter0	0.9827004392361472	-0.9913124831435077	9.225477860365468e-159	0.9778374063874598	-0.9888566156867535	3.476674224374471e-149	0.9859648784909892	-0.9929576418412768	7.61017741441795e-167	0.818842028777302	-0.9048989052801987	9.93168467480917e-202
mean_sum_normcount_prefix0	0.9755967960144171	0.9877230360857324	1.8373599794115863e-145	0.9329008047655535	0.9658679023373504	2.338135708842374e-106	0.9601941001096926	0.979894943404492	1.5141306470151812e-126	0.9387593888453561	0.9688959638915605	0.0
mean_mean_prob_none	0.625148763382789	0.790663495668536	8.915377723609937e-40	0.47473915124278476	0.6890131720386663	1.1185107519997984e-26	0.6640728191406332	0.8149066321613987	5.007466121014257e-44	0.5592328130927201	0.7478187033584545	8.999305858225849e-98
mean_mean_prob_filter0	0.7639747555588474	0.8740564944892564	1.0644883533539294e-57	0.6331507591131876	0.7957077095976811	1.2983091437489262e-40	0.6987584441276394	0.8359177256929293	2.994656271683042e-48	0.6512792385137787	0.807018734921178	3.5938777568742344e-125
mean_mean_prob_prefix0	0.011194197836164979	0.10580263624392815	0.15748734836830297	0.14011875859747108	0.3743244028880178	2.2603099456246865e-07	0.062154903820993666	0.24930885227162244	0.0007382152964093019	0.12798587999140768	0.3577511425438187	9.51206692460179e-18
mean_mean_pplx_none	0.9512441572913932	-0.9753174648756133	1.0500836816014148e-118	0.9048635828581	-0.9512431775619208	7.420611627338854e-93	0.9403628362114449	-0.9697230719187024	6.461462297374447e-111	0.7712056168477306	-0.8781831340032275	1.9201058311588222e-174
mean_mean_count_none	0.9590305058975229	-0.9793010292537851	1.9683140309554074e-125	0.6542008072520744	-0.8088268091823332	6.642508523310122e-43	0.23916485998085274	-0.48904484454991726	3.267873440891863e-12	0.21896579037866107	-0.467937806101047	9.808016954042493e-31
mean_mean_count_filter0	0.9847054630228467	-0.992323265384243	1.5964788410089382e-163	0.9316876803294771	-0.9652397009704259	1.1527154634720444e-105	0.9163890843148079	-0.9572821341249443	7.520824929471871e-98	0.6106657608142697	-0.7814510610487836	2.7524096620403126e-112
mean_mean_count_prefix0	0.9768687305260217	0.9883666984100697	1.5663814828540308e-147	0.8566719663081399	0.9255657547187773	5.2817979713355294e-77	0.9075670891323002	0.9526631561744687	5.695153101944895e-94	0.9083917256643279	0.9530958638375931	2.0776115938848495e-281
mean_mean_normcount_filter0	0.9828318410850347	-0.9913787576325381	4.680043038289084e-159	0.9778374063874595	-0.9888566156867534	3.4766742243775235e-149	0.9859648784909884	-0.9929576418412763	7.610177414460646e-167	0.817808449388405	-0.9043276228162032	4.591311536801702e-201
mean_mean_normcount_prefix0	0.9755155517487203	0.9876819081813336	2.469909854973093e-145	0.9329008047655533	0.9658679023373503	2.3381357088430196e-106	0.9601941001096929	0.9798949434044921	1.5141306470144293e-126	0.9389417270231375	0.9689900551724654	0.0
mean_median_prob_none	0.59452953668799	0.7710574146508092	9.903161579286663e-37	0.2207337866967548	0.46982314406248105	2.8581563205593797e-11	0.5831438542477984	0.7636385625725028	1.1757004200314597e-35	0.5088873028299861	0.7133633736252416	4.073767856694607e-85
mean_median_prob_filter0	0.6539355705816551	0.8086628287374504	7.113028587309725e-43	0.48617493161220743	0.6972624553295605	1.5587285138839794e-27	0.5868374083879033	0.7660531367913739	5.3081962638933496e-36	0.48171633631041294	0.6940578767728329	8.179999544422019e-79
mean_median_prob_prefix0	0.0033615699499061104	-0.05797904750775154	0.4394620370437953	0.03635128880755244	0.19066013953512265	0.010355854353901274	0.009388097969204664	0.09689219766939268	0.19568769182221396	0.08696934955189263	0.2949056621224703	2.686309484483281e-12
mean_median_pplx_none	0.9429383814256602	-0.9710501436206372	1.2686921375841805e-112	0.9269873593568382	-0.9628018276659212	4.3134059224834187e-103	0.9670972279305788	-0.9834110167832059	6.561369530921527e-134	0.8264791435341942	-0.9091089833095888	9.186817633548222e-207
mean_median_pplx_filter0	0.9187019516627793	-0.958489411346197	6.186573862391378e-99	0.9129197473479518	-0.9554683392703035	2.8088303723260466e-96	0.9379789095116302	-0.9684931127848201	2.1177300075509722e-109	0.7133832169229974	-0.8446201613287463	4.202407741383149e-148
mean_median_count_none	0.9316140010254105	-0.9652015338909333	1.268836188851856e-105	0.43780228355683976	-0.6616662931998575	4.9267827338855286e-24	0.1582881087446737	-0.39785438133150386	3.191081538677715e-08	0.19158658053790117	-0.4377060435245339	1.1098131838000653e-26
mean_median_count_filter0	0.9809142243443202	-0.9904111390449525	5.800042146561619e-155	0.9082154375570216	-0.9530033775160619	3.0428482258253346e-94	0.9147829861724478	-0.9564428818138843	4.0933446966413894e-97	0.6400622907676804	-0.8000389307825466	1.8110965055871664e-121
mean_median_count_prefix0	0.9571391991525668	0.9783349115474551	1.0936783754129969e-123	0.745893947423132	0.8636515196670078	7.678904459763197e-55	0.7944279214876129	0.8913068615732815	4.7783505915042765e-63	0.8451542196455101	0.91932269614402	4.5254710875720706e-220
mean_median_normcount_filter0	0.9810678458472021	-0.9904886904186246	2.8250548139365552e-155	0.979245408017933	-0.9895682937614427	1.008758017371669e-151	0.9860386391135503	-0.9929947830243371	4.761118820061723e-167	0.81224486758641	-0.9012462857545711	1.5049318854993943e-197
mean_median_normcount_prefix0	0.9636425956396587	0.9816529914586206	4.751564002704677e-130	0.8837695968371646	0.9400902067552691	4.131341164188842e-85	0.8859801301311451	0.9412651752461392	7.4707860461191e-86	0.8473943299372568	0.9205402380869925	8.967469036688005e-222
mean_geomean_prob_none	0.6013426100089314	0.7754628359946926	2.1795045148138647e-37	0.38475425734112595	0.6202856256122061	1.6035345637108396e-20	0.6799937250878808	0.8246173203904226	6.574238188003773e-46	0.49571393351403387	0.704069551616908	5.1053059504800727e-82
